year,month,day,time,PM,HUMI,TEMP
2015,1,6,134,32,12,5
2015,1,6,135,36,12,6
2015,1,6,136,41,13,5
2015,1,6,137,54,13,5
2015,1,6,138,64,15,3
2015,1,6,139,61,13,3
2015,1,6,140,92,16,2
2015,1,6,141,102,28,-2
2015,1,6,142,96,17,2
2015,1,6,143,112,38,-6
2015,1,6,144,121,35,-4
2015,1,7,145,134,48,-8
2015,1,7,146,159,38,-5
2015,1,7,147,109,44,-7
2015,1,7,148,57,44,-7
2015,1,7,149,30,44,-7
2015,1,7,150,20,44,-7
2015,1,7,151,29,61,-8
2015,1,7,152,29,44,-7
2015,1,7,153,41,57,-8
2015,1,7,154,51,39,-3
2015,1,7,155,68,22,1
2015,1,7,156,74,19,2
2015,1,7,157,58,16,3
2015,1,7,158,59,16,3
2015,1,7,159,73,16,3
2015,1,7,160,74,16,3
2015,1,7,161,84,16,3
2015,1,7,162,94,20,0
2015,1,7,163,85,30,-2
2015,1,7,164,85,42,-4
2015,1,7,165,107,42,-4
2015,1,7,166,109,58,-3
2015,1,7,167,74,67,-5
2015,1,7,168,65,62,-7
2015,1,8,169,78,67,-5
2015,1,8,170,66,67,-5
2015,1,8,171,86,73,-7
2015,1,8,172,132,67,-5
2015,1,8,173,203,67,-6
2015,1,8,174,197,67,-6
2015,1,8,175,151,72,-8
2015,1,8,176,143,78,-11
2015,1,8,177,122,61,-8
2015,1,8,178,106,57,-5
2015,1,8,179,84,46,-2
2015,1,8,180,91,34,1
2015,1,8,181,105,34,1
2015,1,8,182,124,29,3
2015,1,8,183,178,23,5
2015,1,8,184,140,30,5
2015,1,8,185,166,32,5
2015,1,8,186,159,37,2
2015,1,8,187,165,46,0
2015,1,8,188,210,58,-3
2015,1,8,189,358,58,-3
2015,1,8,190,359,57,-5
2015,1,8,191,356,57,-5
2015,1,8,192,259,62,-5
2015,1,9,193,226,62,-6
2015,1,9,194,294,58,-4
2015,1,9,195,250,62,-5
2015,1,9,196,215,67,-7
2015,1,9,197,55,58,-4
2015,1,9,198,40,57,-5
2015,1,9,199,16,57,-7
2015,1,9,200,11,49,-4
2015,1,9,201,12,45,-4
2015,1,9,202,16,39,-1
2015,1,9,203,16,24,2
2015,1,9,204,13,18,5
2015,1,9,205,11,17,5
2015,1,9,206,14,15,6
2015,1,9,207,10,14,7
2015,1,9,208,13,14,7
2015,1,9,209,21,16,7
2015,1,9,210,22,17,6
2015,1,9,211,43,16,7
2015,1,9,212,101,24,2
2015,1,9,213,163,36,-1
2015,1,9,214,260,45,-4
2015,1,9,215,283,53,-5
2015,1,9,216,290,49,-4
2015,1,10,217,247,49,-5
2015,1,10,218,270,57,-7
2015,1,10,219,291,57,-6
2015,1,10,220,227,53,-6
2015,1,10,221,209,61,-8
2015,1,10,222,174,61,-9
2015,1,10,223,166,57,-7
2015,1,10,224,182,67,-9
2015,1,10,225,193,61,-8
2015,1,10,226,258,53,-4
2015,1,10,227,230,39,0
2015,1,10,228,197,27,3
2015,1,10,229,185,19,9
2015,1,10,230,156,14,12
2015,1,10,231,137,11,13
2015,1,10,232,75,12,12
2015,1,10,233,92,13,12
2015,1,10,234,82,12,11
2015,1,10,235,162,13,11
2015,1,10,236,212,15,9
2015,1,10,237,233,27,2
2015,1,10,238,232,39,-2
2015,1,10,239,57,20,6
2015,1,10,240,23,18,6
2015,1,11,241,7,21,5
2015,1,11,242,6,25,4
2015,1,11,243,7,27,3
2015,1,11,244,9,25,3
2015,1,11,245,12,22,2
2015,1,11,246,9,24,1
2015,1,11,247,6,24,1
2015,1,11,248,9,24,1
2015,1,11,249,16,24,1
2015,1,11,250,13,22,2
2015,1,11,251,8,19,4
2015,1,11,252,8,21,4
2015,1,11,253,14,18,5
2015,1,11,254,22,20,5
2015,1,11,255,28,18,6
2015,1,11,256,31,18,6
2015,1,11,257,28,20,6
2015,1,11,258,62,20,5
2015,1,11,259,81,27,3
2015,1,11,260,90,31,1
2015,1,11,261,89,43,2
2015,1,11,262,89,44,3
2015,1,11,263,105,53,-3
2015,1,11,264,84,58,-1
2015,1,12,265,60,58,-2
2015,1,12,266,57,63,-3
2015,1,12,267,77,67,-5
2015,1,12,268,82,62,-4
2015,1,12,269,82,73,-5
2015,1,12,270,95,68,-4
2015,1,12,271,103,73,-6
2015,1,12,272,115,79,-6
2015,1,12,273,110,73,-7
2015,1,12,274,120,73,-4
2015,1,12,275,144,63,-1
2015,1,12,276,148,59,0
2015,1,12,277,114,55,1
2015,1,12,278,94,40,3
2015,1,12,279,86,34,3
2015,1,12,280,86,30,4
2015,1,12,281,74,29,3
2015,1,12,282,69,34,1
2015,1,12,283,66,42,-1
2015,1,12,284,109,46,-2
2015,1,12,285,206,53,-5
2015,1,12,286,200,62,-4
2015,1,12,287,162,62,-4
2015,1,12,288,161,67,-6
2015,1,13,289,156,62,-4
2015,1,13,290,204,68,-4
2015,1,13,291,179,73,-5
2015,1,13,292,166,73,-5
2015,1,13,293,128,85,-7
2015,1,13,294,136,73,-6
2015,1,13,295,150,73,-6
2015,1,13,296,157,67,-6
2015,1,13,297,152,67,-6
2015,1,13,298,149,67,-5
2015,1,13,299,135,63,-2
2015,1,13,300,130,74,-1
2015,1,13,301,132,59,1
2015,1,13,302,159,55,1
2015,1,13,303,183,51,2
2015,1,13,304,202,47,3
2015,1,13,305,190,51,2
2015,1,13,306,201,55,1
2015,1,13,307,234,68,-1
2015,1,13,308,254,79,-4
2015,1,13,309,257,85,-5
2015,1,13,310,331,73,-5
2015,1,13,311,350,85,-4
2015,1,13,312,334,79,-6
2015,1,14,313,287,85,-6
2015,1,14,314,272,85,-6
2015,1,14,315,259,85,-7
2015,1,14,316,202,79,-5
2015,1,14,317,159,73,-3
2015,1,14,318,170,68,-3
2015,1,14,319,163,68,-3
2015,1,14,320,160,63,-2
2015,1,14,321,170,63,-3
2015,1,14,322,172,58,-2
2015,1,14,323,235,58,-2
2015,1,14,324,225,54,-1
2015,1,14,325,228,58,-1
2015,1,14,326,231,58,-1
2015,1,14,327,248,54,0
2015,1,14,328,262,54,0
2015,1,14,329,261,59,0
2015,1,14,330,261,54,0
2015,1,14,331,250,58,-1
2015,1,14,332,259,54,-1
2015,1,14,333,280,73,-4
2015,1,14,334,307,68,-4
2015,1,14,335,325,73,-5
2015,1,14,336,328,79,-5
2015,1,15,337,302,79,-5
2015,1,15,338,306,73,-5
2015,1,15,339,308,73,-6
2015,1,15,340,316,79,-6
2015,1,15,341,321,79,-7
2015,1,15,342,261,79,-6
2015,1,15,343,237,85,-8
2015,1,15,344,211,79,-6
2015,1,15,345,218,73,-6
2015,1,15,346,230,79,-5
2015,1,15,347,300,73,-4
2015,1,15,348,333,73,-3
2015,1,15,349,436,80,-1
2015,1,15,350,568,80,-1
2015,1,15,351,441,69,0
2015,1,15,352,466,69,0
2015,1,15,353,475,59,0
2015,1,15,354,475,68,-1
2015,1,15,355,433,74,-1
2015,1,15,356,423,74,-1
2015,1,15,357,447,85,-4
2015,1,15,358,461,85,-4
2015,1,15,359,470,85,-5
2015,1,15,360,483,92,-5
2015,1,16,361,484,92,-6
2015,1,16,362,502,92,-5
2015,1,16,363,490,92,-6
2015,1,16,364,355,100,-5
2015,1,16,365,31,100,-6
2015,1,16,366,11,92,-7
2015,1,16,367,9,92,-7
2015,1,16,368,14,79,-7
2015,1,16,369,22,36,0
2015,1,16,370,17,24,1
2015,1,16,371,16,22,1
2015,1,16,372,21,22,1
2015,1,16,373,16,19,3
2015,1,16,374,13,18,3
2015,1,16,375,16,16,4
2015,1,16,376,13,16,4
2015,1,16,377,13,19,3
2015,1,16,378,12,19,2
2015,1,16,379,10,22,1
2015,1,16,380,14,26,0
2015,1,16,381,15,30,-1
2015,1,16,382,11,33,-2
2015,1,16,383,9,33,-3
2015,1,16,384,10,35,-3
2015,1,17,385,14,38,-5
2015,1,17,386,24,41,-6
2015,1,17,387,14,41,-6
2015,1,17,388,11,38,-5
2015,1,17,389,10,38,-5
2015,1,17,390,16,41,-6
2015,1,17,391,13,41,-6
2015,1,17,392,15,41,-6
2015,1,17,393,14,41,-6
2015,1,17,394,25,35,-4
2015,1,17,395,20,35,-3
2015,1,17,396,69,30,-1
2015,1,17,397,82,31,0
2015,1,17,398,89,26,1
2015,1,17,399,89,24,2
2015,1,17,400,98,23,3
2015,1,17,401,117,27,2
2015,1,17,402,122,27,2
2015,1,17,403,126,39,-2
2015,1,17,404,149,45,-3
2015,1,17,405,143,49,-4
2015,1,17,406,96,42,-2
2015,1,17,407,201,42,-2
2015,1,17,408,179,42,-2
2015,1,18,409,177,42,-2
2015,1,18,410,157,42,-2
2015,1,18,411,135,45,-3
2015,1,18,412,135,49,-3
2015,1,18,413,133,46,-2
2015,1,18,414,132,49,-3
2015,1,18,415,141,49,-3
2015,1,18,416,156,49,-3
2015,1,18,417,158,53,-3
2015,1,18,418,146,50,-2
2015,1,18,419,133,46,-1
2015,1,18,420,74,37,1
2015,1,18,421,35,28,6
2015,1,18,422,17,26,6
2015,1,18,423,15,20,6
2015,1,18,424,13,20,6
2015,1,18,425,10,20,5
2015,1,18,426,16,21,4
2015,1,18,427,19,21,4
2015,1,18,428,15,23,3
2015,1,18,429,12,24,2
2015,1,18,430,19,24,2
2015,1,18,431,13,26,1
2015,1,18,432,12,33,0
2015,1,19,433,8,33,-1
2015,1,19,434,6,36,-1
2015,1,19,435,15,36,-1
2015,1,19,436,26,45,-4
2015,1,19,437,19,45,-4
2015,1,19,438,20,53,-6
2015,1,19,439,40,61,-9
2015,1,19,440,41,45,-5
2015,1,19,441,53,48,-6
2015,1,19,442,39,39,-2
2015,1,19,443,43,26,1
2015,1,19,444,56,23,3
2015,1,19,445,64,21,4
2015,1,19,446,50,21,5
2015,1,19,447,48,22,6
2015,1,19,448,46,20,6
2015,1,19,449,69,20,6
2015,1,19,450,83,23,4
2015,1,19,451,88,29,1
2015,1,19,452,92,31,1
2015,1,19,453,80,34,1
2015,1,19,454,61,50,-1
2015,1,19,455,63,46,-1
2015,1,19,456,90,53,-3
2015,1,20,457,91,58,-3
2015,1,20,458,75,67,-6
2015,1,20,459,79,73,-7
2015,1,20,460,78,79,-7
2015,1,20,461,73,67,-7
2015,1,20,462,78,62,-6
2015,1,20,463,80,72,-9
2015,1,20,464,86,72,-8
2015,1,20,465,85,67,-6
2015,1,20,466,97,58,-3
2015,1,20,467,99,46,0
2015,1,20,468,92,37,2
2015,1,20,469,70,40,3
2015,1,20,470,82,38,4
2015,1,20,471,88,35,5
2015,1,20,472,92,38,4
2015,1,20,473,94,38,4
2015,1,20,474,102,40,3
2015,1,20,475,103,43,2
2015,1,20,476,123,43,2
2015,1,20,477,132,58,-2
2015,1,20,478,127,58,-1
2015,1,20,479,72,53,-3
2015,1,20,480,38,67,-5
2015,1,21,481,8,58,-3
2015,1,21,482,10,63,-3
2015,1,21,483,11,58,-4
2015,1,21,484,9,58,-3
2015,1,21,485,8,62,-5
2015,1,21,486,8,58,-4
2015,1,21,487,11,58,-4
2015,1,21,488,13,58,-4
2015,1,21,489,15,58,-4
2015,1,21,490,15,37,1
2015,1,21,491,11,29,3
2015,1,21,492,10,21,5
2015,1,21,493,15,18,6
2015,1,21,494,11,14,6
2015,1,21,495,13,13,6
2015,1,21,496,11,13,7
2015,1,21,497,12,17,6
2015,1,21,498,18,18,3
2015,1,21,499,20,21,4
2015,1,21,500,33,24,2
2015,1,21,501,34,27,2
2015,1,21,502,42,36,-1
2015,1,21,503,26,42,-2
2015,1,21,504,31,49,-3
2015,1,22,505,36,42,-2
2015,1,22,506,44,45,-4
2015,1,22,507,26,49,-5
2015,1,22,508,35,53,-6
2015,1,22,509,41,57,-8
2015,1,22,510,35,57,-8
2015,1,22,511,40,66,-10
2015,1,22,512,64,66,-10
2015,1,22,513,99,67,-9
2015,1,22,514,163,62,-5
2015,1,22,515,186,58,-2
2015,1,22,516,158,50,0
2015,1,22,517,143,40,1
2015,1,22,518,145,34,3
2015,1,22,519,133,30,4
2015,1,22,520,101,32,4
2015,1,22,521,160,32,4
2015,1,22,522,228,37,2
2015,1,22,523,179,43,0
2015,1,22,524,178,46,-1
2015,1,22,525,171,54,-2
2015,1,22,526,167,58,-3
2015,1,22,527,168,63,-3
2015,1,22,528,235,63,-3
2015,1,23,529,300,58,-3
2015,1,23,530,292,67,-5
2015,1,23,531,253,73,-7
2015,1,23,532,217,73,-6
2015,1,23,533,196,67,-6
2015,1,23,534,188,67,-7
2015,1,23,535,190,73,-7
2015,1,23,536,201,72,-9
2015,1,23,537,193,78,-8
2015,1,23,538,193,62,-4
2015,1,23,539,186,54,-1
2015,1,23,540,198,43,1
2015,1,23,541,194,32,4
2015,1,23,542,196,34,3
2015,1,23,543,212,32,4
2015,1,23,544,211,30,5
2015,1,23,545,227,30,5
2015,1,23,546,242,34,3
2015,1,23,547,241,40,1
2015,1,23,548,257,32,4
2015,1,23,549,244,58,-2
2015,1,23,550,287,53,-3
2015,1,23,551,280,58,-2
2015,1,23,552,254,67,-5
2015,1,24,553,90,62,-4
2015,1,24,554,48,37,1
2015,1,24,555,35,32,3
2015,1,24,556,20,31,2
2015,1,24,557,38,29,3
2015,1,24,558,21,29,2
2015,1,24,559,28,33,0
2015,1,24,560,90,50,-2
2015,1,24,561,100,54,-2
2015,1,24,562,106,54,-1
2015,1,24,563,126,51,2
2015,1,24,564,112,51,2
2015,1,24,565,109,47,2
2015,1,24,566,102,41,4
2015,1,24,567,93,44,3
2015,1,24,568,93,35,4
2015,1,24,569,98,34,3
2015,1,24,570,103,37,2
2015,1,24,571,79,37,3
2015,1,24,572,77,55,2
2015,1,24,573,81,80,0
2015,1,24,574,76,86,-1
2015,1,24,575,96,92,-1
2015,1,24,576,100,92,-1
2015,1,25,577,95,92,-1
2015,1,25,578,86,92,-1
2015,1,25,579,83,86,-1
2015,1,25,580,78,86,-1
2015,1,25,581,61,86,-1
2015,1,25,582,71,86,-1
2015,1,25,583,73,86,-1
2015,1,25,584,87,86,-1
2015,1,25,585,97,86,-1
2015,1,25,586,101,92,-1
2015,1,25,587,110,86,0
2015,1,25,588,118,80,1
2015,1,25,589,129,69,2
2015,1,25,590,120,60,4
2015,1,25,591,127,55,4
2015,1,25,592,127,52,5
2015,1,25,593,141,60,4
2015,1,25,594,178,64,2
2015,1,25,595,177,74,0
2015,1,25,596,177,69,1
2015,1,25,597,190,80,-1
2015,1,25,598,186,80,0
2015,1,25,599,204,80,0
2015,1,25,600,214,80,0
2015,1,26,601,225,86,-3
2015,1,26,602,214,92,-4
2015,1,26,603,233,92,-6
2015,1,26,604,256,92,-5
2015,1,26,605,253,100,-7
2015,1,26,606,268,92,-6
2015,1,26,607,226,92,-4
2015,1,26,608,172,92,-3
2015,1,26,609,107,86,-2
2015,1,26,610,30,64,1
2015,1,26,611,21,32,4
2015,1,26,612,7,23,5
2015,1,26,613,11,41,4
2015,1,26,614,8,27,3
2015,1,26,615,6,22,2
2015,1,26,616,8,19,2
2015,1,26,617,11,19,1
2015,1,26,618,8,17,1
2015,1,26,619,6,24,0
2015,1,26,620,8,24,-1
2015,1,26,621,8,23,-2
2015,1,26,622,6,25,-3
2015,1,26,623,7,27,-4
2015,1,26,624,13,25,-4
2015,1,27,625,10,27,-5
2015,1,27,626,10,24,-5
2015,1,27,627,14,24,-5
2015,1,27,628,10,26,-6
2015,1,27,629,15,34,-9
2015,1,27,630,16,34,-9
2015,1,27,631,13,39,-11
2015,1,27,632,11,39,-11
2015,1,27,633,11,40,-9
2015,1,27,634,16,29,-6
2015,1,27,635,15,25,-3
2015,1,27,636,16,23,-2
2015,1,27,637,10,23,-2
2015,1,27,638,14,22,-1
2015,1,27,639,11,22,-1
2015,1,27,640,14,18,0
2015,1,27,641,23,20,0
2015,1,27,642,28,22,-1
2015,1,27,643,32,25,-3
2015,1,27,644,48,23,-3
2015,1,27,645,41,37,-7
2015,1,27,646,43,41,-6
2015,1,27,647,41,41,-7
2015,1,27,648,40,41,-7
2015,1,28,649,47,52,-9
2015,1,28,650,26,32,-4
2015,1,28,651,27,44,-7
2015,1,28,652,11,32,-4
2015,1,28,653,8,30,-4
2015,1,28,654,9,32,-5
2015,1,28,655,8,32,-5
2015,1,28,656,11,32,-5
2015,1,28,657,17,32,-5
2015,1,28,658,29,27,-3
2015,1,28,659,20,25,-2
2015,1,28,660,15,24,-1
2015,1,28,661,18,20,0
2015,1,28,662,31,20,0
2015,1,28,663,33,20,0
2015,1,28,664,39,19,1
2015,1,28,665,49,20,0
2015,1,28,666,66,26,-1
2015,1,28,667,85,28,-1
2015,1,28,668,88,33,-2
2015,1,28,669,101,36,-2
2015,1,28,670,116,36,-2
2015,1,28,671,119,42,-3
2015,1,28,672,115,39,-2
2015,1,29,673,118,39,-2
2015,1,29,674,126,36,-2
2015,1,29,675,112,39,-2
2015,1,29,676,95,49,-3
2015,1,29,677,99,58,-2
2015,1,29,678,91,79,-3
2015,1,29,679,93,79,-3
2015,1,29,680,90,79,-3
2015,1,29,681,83,79,-3
2015,1,29,682,100,74,-2
2015,1,29,683,115,63,0
2015,1,29,684,108,50,1
2015,1,29,685,48,32,3
2015,1,29,686,14,23,4
2015,1,29,687,12,18,5
2015,1,29,688,10,16,4
2015,1,29,689,9,15,4
2015,1,29,690,9,16,3
2015,1,29,691,15,19,1
2015,1,29,692,14,17,1
2015,1,29,693,12,17,0
2015,1,29,694,14,22,-1
2015,1,29,695,11,25,-2
2015,1,29,696,9,27,-3
2015,1,30,697,5,27,-4
2015,1,30,698,10,23,-3
2015,1,30,699,8,25,-4
2015,1,30,700,10,32,-6
2015,1,30,701,11,34,-7
2015,1,30,702,15,37,-8
2015,1,30,703,12,40,-9
2015,1,30,704,11,44,-9
2015,1,30,705,12,37,-7
2015,1,30,706,14,27,-3
2015,1,30,707,10,27,-3
2015,1,30,708,12,25,-2
2015,1,30,709,16,22,0
2015,1,30,710,10,17,1
2015,1,30,711,17,16,1
2015,1,30,712,9,16,1
2015,1,30,713,9,14,2
2015,1,30,714,9,16,1
2015,1,30,715,16,22,-1
2015,1,30,716,21,23,-3
2015,1,30,717,6,20,-1
2015,1,30,718,7,22,-1
2015,1,30,719,13,27,-5
2015,1,30,720,10,29,-5
2015,1,31,721,9,32,-6
2015,1,31,722,17,37,-8
2015,1,31,723,27,37,-8
2015,1,31,724,21,37,-8
2015,1,31,725,12,27,-5
2015,1,31,726,9,27,-5
2015,1,31,727,12,27,-5
2015,1,31,728,23,29,-7
2015,1,31,729,17,29,-6
2015,1,31,730,22,25,-4
2015,1,31,731,26,20,-1
2015,1,31,732,20,15,0
2015,1,31,733,26,14,0
2015,1,31,734,18,12,3
2015,1,31,735,11,12,3
2015,1,31,736,20,11,4
2015,1,31,737,30,11,4
2015,1,31,738,40,13,1
2015,1,31,739,50,24,-1
2015,1,31,740,74,17,1
2015,1,31,741,90,19,1
2015,1,31,742,110,19,1
2015,1,31,743,111,38,-5
2015,1,31,744,130,44,-7
2015,2,1,745,113,41,-6
2015,2,1,746,143,44,-8
2015,2,1,747,138,44,-8
2015,2,1,748,119,48,-9
2015,2,1,749,73,44,-9
2015,2,1,750,40,47,-10
2015,2,1,751,44,44,-9
2015,2,1,752,37,48,-9
2015,2,1,753,39,41,-7
2015,2,1,754,39,32,-4
2015,2,1,755,44,26,-1
2015,2,1,756,37,18,0
2015,2,1,757,34,20,0
2015,2,1,758,31,19,1
2015,2,1,759,41,16,3
2015,2,1,760,69,15,3
2015,2,1,761,85,16,3
2015,2,1,762,118,19,2
2015,2,1,763,129,20,1
2015,2,1,764,121,30,-2
2015,2,1,765,125,42,-3
2015,2,1,766,136,42,-3
2015,2,1,767,139,45,-4
2015,2,1,768,145,49,-5
2015,2,2,769,148,42,-4
2015,2,2,770,185,41,-5
2015,2,2,771,283,48,-6
2015,2,2,772,266,52,-7
2015,2,2,773,225,56,-9
2015,2,2,774,132,52,-8
2015,2,2,775,81,52,-8
2015,2,2,776,80,56,-9
2015,2,2,777,77,48,-7
2015,2,2,778,91,38,-4
2015,2,2,779,110,33,-2
2015,2,2,780,116,22,1
2015,2,2,781,133,22,2
2015,2,2,782,144,22,2
2015,2,2,783,152,23,3
2015,2,2,784,167,23,3
2015,2,2,785,182,25,3
2015,2,2,786,199,27,2
2015,2,2,787,218,39,0
2015,2,2,788,162,29,1
2015,2,2,789,151,31,1
2015,2,2,790,119,37,3
2015,2,2,791,135,74,0
2015,2,2,792,109,86,-1
2015,2,3,793,95,86,-1
2015,2,3,794,125,92,-2
2015,2,3,795,140,92,-3
2015,2,3,796,153,92,-3
2015,2,3,797,161,92,-4
2015,2,3,798,195,92,-5
2015,2,3,799,189,92,-5
2015,2,3,800,190,92,-4
2015,2,3,801,216,92,-5
2015,2,3,802,224,86,-2
2015,2,3,803,199,63,0
2015,2,3,804,138,40,2
2015,2,3,805,93,35,5
2015,2,3,806,66,30,7
2015,2,3,807,63,28,8
2015,2,3,808,52,26,8
2015,2,3,809,40,24,8
2015,2,3,810,28,24,7
2015,2,3,811,22,22,6
2015,2,3,812,15,18,6
2015,2,3,813,26,21,5
2015,2,3,814,19,18,4
2015,2,3,815,17,21,2
2015,2,3,816,15,26,0
2015,2,4,817,18,31,0
2015,2,4,818,12,33,-1
2015,2,4,819,14,33,-1
2015,2,4,820,11,36,-2
2015,2,4,821,9,33,-1
2015,2,4,822,10,30,-1
2015,2,4,823,8,33,-2
2015,2,4,824,9,33,-2
2015,2,4,825,13,33,-1
2015,2,4,826,16,26,0
2015,2,4,827,15,22,2
2015,2,4,828,12,21,3
2015,2,4,829,18,21,3
2015,2,4,830,11,19,4
2015,2,4,831,13,18,5
2015,2,4,832,10,18,6
2015,2,4,833,9,18,6
2015,2,4,834,11,22,6
2015,2,4,835,7,21,4
2015,2,4,836,10,29,2
2015,2,4,837,10,27,2
2015,2,4,838,6,29,1
2015,2,4,839,5,29,1
2015,2,4,840,5,29,1
2015,2,5,841,4,36,0
2015,2,5,842,7,36,0
2015,2,5,843,8,33,0
2015,2,5,844,6,36,0
2015,2,5,845,7,36,-1
2015,2,5,846,10,36,-1
2015,2,5,847,11,42,-3
2015,2,5,848,17,53,-6
2015,2,5,849,17,39,-1
2015,2,5,850,16,31,1
2015,2,5,851,15,23,4
2015,2,5,852,13,23,5
2015,2,5,853,15,20,6
2015,2,5,854,24,20,7
2015,2,5,855,29,19,8
2015,2,5,856,28,18,9
2015,2,5,857,38,19,8
2015,2,5,858,46,20,8
2015,2,5,859,51,24,6
2015,2,5,860,58,22,6
2015,2,5,861,60,24,6
2015,2,5,862,65,24,6
2015,2,5,863,63,25,5
2015,2,5,864,60,25,4
2015,2,6,865,55,46,-2
2015,2,6,866,53,49,-3
2015,2,6,867,58,53,-4
2015,2,6,868,89,57,-6
2015,2,6,869,105,53,-4
2015,2,6,870,91,53,-5
2015,2,6,871,98,57,-6
2015,2,6,872,93,53,-5
2015,2,6,873,96,49,-4
2015,2,6,874,73,34,1
2015,2,6,875,45,29,3
2015,2,6,876,42,22,7
2015,2,6,877,34,19,9
2015,2,6,878,33,16,10
2015,2,6,879,36,15,11
2015,2,6,880,61,14,11
2015,2,6,881,93,15,11
2015,2,6,882,91,19,10
2015,2,6,883,108,20,8
2015,2,6,884,87,22,7
2015,2,6,885,90,22,7
2015,2,6,886,99,31,2
2015,2,6,887,86,46,-2
2015,2,6,888,49,46,-2
2015,2,7,889,24,37,1
2015,2,7,890,12,39,0
2015,2,7,891,7,43,0
2015,2,7,892,4,39,0
2015,2,7,893,5,31,2
2015,2,7,894,8,36,0
2015,2,7,895,7,29,1
2015,2,7,896,10,29,1
2015,2,7,897,8,29,1
