���web-scraper-order,web-scraper-start-url,productlink,productlink-href,productname,productprice,color
1575138785-1921,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TEXTURED WEAVE SUIT PANTS,https://www.zara.com/us/en/textured-weave-suit-pants-p01564601.html,TEXTURED WEAVE SUIT PANTS Details,49.90 USD,Navy Blue
1575139039-2019,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,BELTED TECHNICAL PANTS,https://www.zara.com/us/en/belted-technical-pants-p06315300.html,BELTED TECHNICAL PANTS Details,49.90 USD,Black
1575138768-1913,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID SUIT PANTS,https://www.zara.com/us/en/plaid-suit-pants-p03057312.html,PLAID SUIT PANTS Details,89.90 USD,Blue
1575138840-1939,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SOFT DENIM CARGO PANTS,https://www.zara.com/us/en/soft-denim-cargo-pants-p05862362.html,SOFT DENIM CARGO PANTS Details,69.90 USD,Taupe Brown
1575139161-2074,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID FLANNEL SUIT PANTS,https://www.zara.com/us/en/plaid-flannel-suit-pants-p06362729.html,PLAID FLANNEL SUIT PANTS Details,89.90 USD,Anthracite Gray
1575139050-2024,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,HEATHER JOGGING PANTS,https://www.zara.com/us/en/heather-jogging-pants-p00706317.html,HEATHER JOGGING PANTS Details,49.90 USD,Dark Navy
1575139006-2005,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PTCH-PNT 03,https://www.zara.com/us/en/ptch-pnt-03-p06470021.html,PTCH-PNT 03 Details,119.00 USD,Navy Blue
1575139019-2010,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,WL/PT 03,https://www.zara.com/us/en/wl-pt-03-p06562028.html,WL/PT 03 Details,129.00 USD,Black
1575139117-2056,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLEATED CHINO PANTS,https://www.zara.com/us/en/pleated-chino-pants-p06861335.html,PLEATED CHINO PANTS Details,59.90 USD,Khaki
1575138936-1977,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PREMIUM CHINO PANTS,https://www.zara.com/us/en/premium-chino-pants-p06786310.html,PREMIUM CHINO PANTS Details,49.90 USD,Black
1575139167-2076,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,WASHED EFFECT CHINO PANTS,https://www.zara.com/us/en/washed-effect-chino-pants-p06786450.html,WASHED EFFECT CHINO PANTS Details,35.90 USD,Taupe Brown
1575139105-2050,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID FLANNEL PANTS,https://www.zara.com/us/en/plaid-flannel-pants-p02880341.html,PLAID FLANNEL PANTS Details,69.90 USD,Taupe Brown
1575138886-1959,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TEXTURED PLEATED PANTS,https://www.zara.com/us/en/textured-pleated-pants-p05006302.html,TEXTURED PLEATED PANTS Details,69.90 USD,Brown
1575138950-1982,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SOFT DENIM CHINO PANTS,https://www.zara.com/us/en/soft-denim-chino-pants-p07215402.html,SOFT DENIM CHINO PANTS Details,59.90 USD,Black
1575138948-1981,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TECHNICAL CROPPED PANTS,https://www.zara.com/us/en/technical-cropped-pants-p00706616.html,TECHNICAL CROPPED PANTS Details,69.90 USD,Black
1575139172-2078,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,FLANNEL CHINOS,https://www.zara.com/us/en/flannel-chinos-p08574385.html,FLANNEL CHINOS Details,49.90 USD,Anthracite Gray
1575138975-1991,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID PANTS,https://www.zara.com/us/en/plaid-pants-p04087351.html,PLAID PANTS Details,49.90 USD,Gray / Tan
1575138802-1929,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,4-WAY STRETCH KNIT TEXTURED WEAVE SUIT PANTS,https://www.zara.com/us/en/4-way-stretch-knit-textured-weave-suit-pants-p05634635.html,4-WAY STRETCH KNIT TEXTURED WEAVE SUIT PANTS Details,49.90 USD,Camel
1575139069-2033,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SUPER SKINNY CHAIN TRIM PANTS,https://www.zara.com/us/en/super-skinny-chain-trim-pants-p09621350.html,SUPER SKINNY CHAIN TRIM PANTS Details,69.90 USD,White
1575139016-2009,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CMBT/TRS 03,https://www.zara.com/us/en/cmbt-trs-03-p06483387.html,CMBT/TRS 03 Details,99.90 USD,Khaki
1575139090-2043,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SUIT PANTS,https://www.zara.com/us/en/suit-pants-p06501123.html,SUIT PANTS Details,69.90 USD,Black
1575139046-2022,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CARGO JOGGING PANTS,https://www.zara.com/us/en/cargo-jogging-pants-p09252300.html,CARGO JOGGING PANTS Details,59.90 USD,Khaki
1575139053-2025,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,RUSTIC CROPPED PANTS,https://www.zara.com/us/en/rustic-cropped-pants-p09181300.html,RUSTIC CROPPED PANTS Details,49.90 USD,Black
1575139014-2008,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,GNRL/TRS 03,https://www.zara.com/us/en/gnrl-trs-03-p06482028.html,GNRL/TRS 03 Details,99.90 USD,Navy Blue
1575138745-1902,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,STRIPED RUSTIC PANTS,https://www.zara.com/us/en/striped-rustic-pants-p00706541.html,STRIPED RUSTIC PANTS Details,49.90 USD,Black
1575139111-2053,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID SUIT PANTS,https://www.zara.com/us/en/plaid-suit-pants-p02880315.html,PLAID SUIT PANTS Details,69.90 USD,Black / White
1575139055-2026,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID PANTS WITH CHAIN,https://www.zara.com/us/en/plaid-pants-with-chain-p01313301.html,PLAID PANTS WITH CHAIN Details,59.90 USD,Gray
1575138762-1910,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID SUIT PANTS,https://www.zara.com/us/en/plaid-suit-pants-p00706389.html,PLAID SUIT PANTS Details,69.90 USD,Gray
1575139124-2059,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,STRETCH KNIT TRAVELER PANTS,https://www.zara.com/us/en/stretch-knit-traveler-pants-p09621372.html,STRETCH KNIT TRAVELER PANTS Details,39.90 USD,Gray
1575138917-1969,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID SLIM FIT PANTS,https://www.zara.com/us/en/plaid-slim-fit-pants-p09621352.html,PLAID SLIM FIT PANTS Details,49.90 USD,Taupe Brown
1575139073-2035,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLEATED SUIT PANTS,https://www.zara.com/us/en/pleated-suit-pants-p06587124.html,PLEATED SUIT PANTS Details,69.90 USD,Beige-Pink
1575138842-1940,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,BAGGY JUMPSUIT,https://www.zara.com/us/en/baggy-jumpsuit-p00722317.html,BAGGY JUMPSUIT Details,69.90 USD,Black
1575139099-2047,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TEXTURED STRETCH KNIT PANTS,https://www.zara.com/us/en/textured-stretch-knit-pants-p00706227.html,TEXTURED STRETCH KNIT PANTS Details,59.90 USD,Black / White
1575139057-2027,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID PANTS WITH CHAIN,https://www.zara.com/us/en/plaid-pants-with-chain-p01313302.html,PLAID PANTS WITH CHAIN Details,59.90 USD,Black
1575138870-1952,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TEXTURED JOGGING PANTS,https://www.zara.com/us/en/textured-jogging-pants-p00706340.html,TEXTURED JOGGING PANTS Details,39.90 USD,Mid-Gray
1575138863-1950,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,RUSTIC DRAWSTRING PANTS,https://www.zara.com/us/en/rustic-drawstring-pants-p01792305.html,RUSTIC DRAWSTRING PANTS Details,49.90 USD,Navy Blue
1575138963-1988,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SIDE STIPE PLAID PANTS,https://www.zara.com/us/en/side-stipe-plaid-pants-p04087352.html,SIDE STIPE PLAID PANTS Details,49.90 USD,Black
1575138787-1922,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CROPPED SUIT PANTS,https://www.zara.com/us/en/cropped-suit-pants-p05816724.html,CROPPED SUIT PANTS Details,49.90 USD,Black
1575139103-2049,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID PANTS,https://www.zara.com/us/en/plaid-pants-p04432308.html,PLAID PANTS Details,49.90 USD,Taupe Brown
1575138993-1999,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CHN 03,https://www.zara.com/us/en/chn-03-pC06471027251000.html,CHN 03 Details,99.90 USD,Oyster White
1575138957-1985,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLEATED PANTS,https://www.zara.com/us/en/pleated-pants-p09914655.html,PLEATED PANTS Details,89.90 USD,Black
1575139063-2030,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SLIM FIT ZIP PANTS,https://www.zara.com/us/en/slim-fit-zip-pants-p06467121.html,SLIM FIT ZIP PANTS Details,69.90 USD,Black
1575138982-1994,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TRAVEL JOGGING PANTS,https://www.zara.com/us/en/travel-jogging-pants-p09621354.html,TRAVEL JOGGING PANTS Details,49.90 USD,Black
1575139150-2069,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,COMFORT KNIT PLAID PANTS,https://www.zara.com/us/en/comfort-knit-plaid-pants-p06861340.html,COMFORT KNIT PLAID PANTS Details,49.90 USD,Navy Blue
1575138760-1909,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID SUIT PANTS,https://www.zara.com/us/en/plaid-suit-pants-p01564391.html,PLAID SUIT PANTS Details,69.90 USD,Blue
1575138859-1948,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,JOGGING PANTS WITH ZIPPERS,https://www.zara.com/us/en/jogging-pants-with-zippers-p06530301.html,JOGGING PANTS WITH ZIPPERS Details,39.90 USD,Black
1575138789-1923,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,STRIPED SUIT PANTS,https://www.zara.com/us/en/striped-suit-pants-p02880303.html,STRIPED SUIT PANTS Details,69.90 USD,Navy Blue
1575138799-1928,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID 4 WAYS STRETCH KNIT SUIT PANTS,https://www.zara.com/us/en/plaid-4-ways-stretch-knit-suit-pants-p00706629.html,PLAID 4 WAYS STRETCH KNIT SUIT PANTS Details,49.90 USD,Navy Blue
1575139065-2031,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SKINNY CHINO PANTS,https://www.zara.com/us/en/skinny-chino-pants-p09632300.html,SKINNY CHINO PANTS Details,69.90 USD,Black
1575138783-1920,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TWO TONED TEXTURED WEAVE SUIT PANTS,https://www.zara.com/us/en/two-toned-textured-weave-suit-pants-p01564385.html,TWO TONED TEXTURED WEAVE SUIT PANTS Details,89.90 USD,Anthracite Gray
1575139067-2032,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SLIM FIT CORDUROY PANTS,https://www.zara.com/us/en/slim-fit-corduroy-pants-p00060301.html,SLIM FIT CORDUROY PANTS Details,69.90 USD,Black
1575139174-2079,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CORDUROY CARGO PANTS,https://www.zara.com/us/en/corduroy-cargo-pants-p09663300.html,CORDUROY CARGO PANTS Details,69.90 USD,Khaki
1575139004-2004,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CHN 03,https://www.zara.com/us/en/chn-03-p06471027.html,CHN 03 Details,99.90 USD,Khaki
1575138758-1908,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,4 WAYS CHECKERED PANTS,https://www.zara.com/us/en/4-ways-checkered-pants-p00706344.html,4 WAYS CHECKERED PANTS Details,49.90 USD,Black / White
1575139170-2077,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PINSTRIPE PANTS,https://www.zara.com/us/en/pinstripe-pants-p06861336.html,PINSTRIPE PANTS Details,49.90 USD,Anthracite Gray
1575138915-1968,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID TAPERED FIT CROPPED PANTS,https://www.zara.com/us/en/plaid-tapered-fit-cropped-pants-p08288422.html,PLAID TAPERED FIT CROPPED PANTS Details,49.90 USD,Multicolored
1575138928-1974,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TECHNICAL JEANS,https://www.zara.com/us/en/technical-jeans-p06186301.html,TECHNICAL JEANS Details,69.90 USD,Gray
1575139159-2073,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,FLANNEL SUIT PANTS,https://www.zara.com/us/en/flannel-suit-pants-p06362731.html,FLANNEL SUIT PANTS Details,89.90 USD,Gray
1575138919-1970,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SKINNY KNIT PANTS,https://www.zara.com/us/en/skinny-knit-pants-p01608310.html,SKINNY KNIT PANTS Details,35.90 USD,Camel
1575138795-1926,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TUXEDO PANTS WITH STRIPES,https://www.zara.com/us/en/tuxedo-pants-with-stripes-p05673655.html,TUXEDO PANTS WITH STRIPES Details,89.90 USD,Black
1575139048-2023,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,JOGGING PANTS WITH TEXT,https://www.zara.com/us/en/jogging-pants-with-text-p00761316.html,JOGGING PANTS WITH TEXT Details,49.90 USD,Gray Marl
1575138747-1903,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,STRIPED CROPPED PANTS,https://www.zara.com/us/en/striped-cropped-pants-p06917340.html,STRIPED CROPPED PANTS Details,49.90 USD,Oyster White
1575139113-2054,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,WOOL BLEND SUIT PANTS,https://www.zara.com/us/en/wool-blend-suit-pants-p02880321.html,WOOL BLEND SUIT PANTS Details,69.90 USD,Anthracite Gray
1575139035-2017,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CORDUROY CARGO PANTS,https://www.zara.com/us/en/corduroy-cargo-pants-p04164339.html,CORDUROY CARGO PANTS Details,69.90 USD,Camel
1575138884-1958,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SLIM CARGO PANTS,https://www.zara.com/us/en/slim-cargo-pants-p06861320.html,SLIM CARGO PANTS Details,69.90 USD,Khaki
1575138857-1947,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SEERSUCKER JOGGING PANTS,https://www.zara.com/us/en/seersucker-jogging-pants-p01792415.html,SEERSUCKER JOGGING PANTS Details,49.90 USD,Black
1575138749-1904,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,FAUX LEATHER JOGGING PANTS,https://www.zara.com/us/en/faux-leather-jogging-pants-p03548350.html,FAUX LEATHER JOGGING PANTS Details,69.90 USD,Black
1575138978-1992,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID PANTS WITH STRIPE,https://www.zara.com/us/en/plaid-pants-with-stripe-p04087350.html,PLAID PANTS WITH STRIPE Details,49.90 USD,Maroon Grey
1575138940-1979,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,HEATHERED CHINO PANTS,https://www.zara.com/us/en/heathered-chino-pants-p00706321.html,HEATHERED CHINO PANTS Details,49.90 USD,Dark blue
1575139157-2072,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,SIDE STRIPE TUXEDO PANTS,https://www.zara.com/us/en/side-stripe-tuxedo-pants-p01564361.html,SIDE STRIPE TUXEDO PANTS Details,69.90 USD,Black
1575138846-1942,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,DIAGONAL PLEATED PANTS,https://www.zara.com/us/en/diagonal-pleated-pants-p00706583.html,DIAGONAL PLEATED PANTS Details,69.90 USD,Black
1575138828-1934,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,CONTRASTING TEXTURED WEAVE SUIT PANTS,https://www.zara.com/us/en/contrasting-textured-weave-suit-pants-p05585613.html,CONTRASTING TEXTURED WEAVE SUIT PANTS Details,49.90 USD,Gray
1575138743-1901,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,STRETCH SHEEN SUIT PANTS,https://www.zara.com/us/en/stretch-sheen-suit-pants-p01564401.html,STRETCH SHEEN SUIT PANTS Details,49.90 USD,Gray
1575138772-1915,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,STRETCH SUIT PANTS WITH SHEEN,https://www.zara.com/us/en/stretch-suit-pants-with-sheen-p00706221.html,STRETCH SUIT PANTS WITH SHEEN Details,null,Gray
1575139115-2055,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,STRUCTURED CHINO PANTS,https://www.zara.com/us/en/structured-chino-pants-p09181303.html,STRUCTURED CHINO PANTS Details,49.90 USD,Taupe Brown
1575138924-1972,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,BELTED TEXTURED PANTS,https://www.zara.com/us/en/belted-textured-pants-p09181301.html,BELTED TEXTURED PANTS Details,49.90 USD,Mid-Gray
1575139148-2068,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,COMFORT KNIT HERRINGBONE PANTS,https://www.zara.com/us/en/comfort-knit-herringbone-pants-p06861339.html,COMFORT KNIT HERRINGBONE PANTS Details,49.90 USD,Gray
1575139109-2052,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PLAID BIRDSEYE SUIT PANTS,https://www.zara.com/us/en/plaid-birdseye-suit-pants-p05856860.html,PLAID BIRDSEYE SUIT PANTS Details,69.90 USD,Anthracite Gray
1575139121-2058,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,PREMIUM PLEATED PANTS,https://www.zara.com/us/en/premium-pleated-pants-p06530302.html,PREMIUM PLEATED PANTS Details,49.90 USD,Black
1575138777-1917,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,TRAVELER SUIT PANTS,https://www.zara.com/us/en/traveler-suit-pants-p09621359.html,TRAVELER SUIT PANTS Details,49.90 USD,Black
1575138832-1935,https://www.zara.com/us/en/man-trousers-l838.html?v1=1282997,BIRDSEYE SUIT PANTS,https://www.zara.com/us/en/birdseye-suit-pants-p01564321.html,BIRDSEYE SUIT PANTS Details,69.90 USD,Blue
